timestamp_ms,A1,A2,A3,x_calc,y_calc,error,x_real,y_real
2169970,2.52,1.22,3.16,2.264460431654676,0.8941333333333331,0.28486324968673793,2.0,1.0
2169980,2.52,1.22,3.16,2.264460431654676,0.8941333333333331,0.28486324968673793,2.0,1.0
2170100,2.52,1.22,3.12,2.264460431654676,0.9359999999999999,0.2720943217176309,2.0,1.0
2170120,2.52,1.24,3.12,2.255611510791367,0.9359999999999999,0.26350188699332905,2.0,1.0
2170130,2.57,1.24,3.12,2.3013848920863307,0.9784166666666663,0.30215673657171205,2.0,1.0
2170250,2.57,1.24,3.14,2.3013848920863307,0.9575499999999997,0.3043597471379703,2.0,1.0
2170270,2.57,1.24,3.14,2.3013848920863307,0.9575499999999997,0.3043597471379703,2.0,1.0
2170280,2.56,1.24,3.14,2.292158273381295,0.949,0.2965762241062819,2.0,1.0
2170400,2.56,1.24,3.14,2.292158273381295,0.949,0.2965762241062819,2.0,1.0
2170420,2.56,1.22,3.14,2.3010071942446046,0.949,0.30529711919212266,2.0,1.0
2170430,2.55,1.22,3.14,2.2918165467625897,0.9404833333333331,0.29782399261233783,2.0,1.0
2170550,2.55,1.22,3.14,2.2918165467625897,0.9404833333333331,0.29782399261233783,2.0,1.0
2170570,2.55,1.24,3.14,2.28296762589928,0.9404833333333331,0.28915897170619853,2.0,1.0
2170580,2.57,1.24,3.14,2.3013848920863307,0.9575499999999997,0.3043597471379703,2.0,1.0
2170700,2.57,1.24,3.13,2.3013848920863307,0.968,0.30307895535303864,2.0,1.0
2170720,2.57,1.23,3.13,2.3058273381294963,0.968,0.30749692802916456,2.0,1.0
2170730,2.51,1.23,3.13,2.251007194244604,0.9171999999999999,0.2643112777816118,2.0,1.0
2170850,2.51,1.23,3.14,2.251007194244604,0.9067499999999997,0.26776888180396985,2.0,1.0
2170870,2.51,1.23,3.14,2.251007194244604,0.9067499999999997,0.26776888180396985,2.0,1.0
2170880,2.53,1.23,3.14,2.269136690647482,0.9235499999999998,0.27978413241761657,2.0,1.0
2171000,2.53,1.23,3.14,2.269136690647482,0.9235499999999998,0.27978413241761657,2.0,1.0
2171020,2.53,1.25,3.14,2.260215827338129,0.9235499999999998,0.2712137151717573,2.0,1.0
2171030,2.52,1.25,3.14,2.25113309352518,0.9151333333333334,0.2650852349238596,2.0,1.0
2171150,2.52,1.25,3.15,2.25113309352518,0.9046500000000002,0.2686251164048639,2.0,1.0
2171170,2.52,1.24,3.15,2.255611510791367,0.9046500000000002,0.27281654449289744,2.0,1.0
2171180,2.53,1.24,3.15,2.2646942446043163,0.9130666666666666,0.27860446437753666,2.0,1.0
2171450,2.53,1.24,3.13,2.2646942446043163,0.9339999999999999,0.2727985394510932,2.0,1.0
2171470,2.53,1.24,3.13,2.2646942446043163,0.9339999999999999,0.2727985394510932,2.0,1.0
2171480,2.55,1.24,3.13,2.28296762589928,0.9509333333333334,0.28719020715346955,2.0,1.0
2171600,2.55,1.24,3.15,2.28296762589928,0.9299999999999999,0.2914973024010256,2.0,1.0
2171620,2.55,1.24,3.15,2.28296762589928,0.9299999999999999,0.2914973024010256,2.0,1.0
2171630,2.56,1.24,3.15,2.292158273381295,0.9385166666666668,0.2985576275745058,2.0,1.0
2171750,2.56,1.24,3.13,2.292158273381295,0.9594500000000001,0.29495891104548705,2.0,1.0
2171770,2.56,1.23,3.13,2.29660071942446,0.9594500000000001,0.29935979900966553,2.0,1.0
2171780,2.51,1.23,3.13,2.251007194244604,0.9171999999999999,0.2643112777816118,2.0,1.0
2171900,2.51,1.23,3.16,2.251007194244604,0.8857499999999995,0.2757855581109142,2.0,1.0
2171920,2.51,1.25,3.16,2.2420863309352517,0.8857499999999995,0.2676917147124511,2.0,1.0
2171930,2.57,1.25,3.16,2.2969064748201435,0.9365499999999995,0.30361053553874673,2.0,1.0
2172050,2.57,1.25,3.14,2.2969064748201435,0.9575499999999997,0.2999257529625033,2.0,1.0
2172070,2.57,1.25,3.14,2.2969064748201435,0.9575499999999997,0.2999257529625033,2.0,1.0
2172080,2.55,1.25,3.14,2.2784892086330935,0.9404833333333331,0.2847779361822081,2.0,1.0
2172200,2.55,1.25,3.14,2.2784892086330935,0.9404833333333331,0.2847779361822081,2.0,1.0
2172220,2.55,1.24,3.14,2.28296762589928,0.9404833333333331,0.28915897170619853,2.0,1.0
2172230,2.51,1.24,3.14,2.2465647482014384,0.9067499999999997,0.2636090619755678,2.0,1.0
2172350,2.51,1.24,3.17,2.2465647482014384,0.8751999999999998,0.27634980560087025,2.0,1.0
