timestamp_ms,anchor,distance_m,rxPower_dBm,x_calculated_m,y_calculated_m
5101070,A3,2.720,-81.1,2.763,2.623
5101090,A1,3.740,-82.8,2.736,2.598
5101100,A2,2.560,-84.4,2.727,2.598
5101220,A3,2.720,-81.1,2.727,2.598
5101240,A1,3.700,-82.9,2.674,2.549
5101250,A2,2.550,-83.6,2.683,2.549
5101370,A3,2.720,-81.3,2.683,2.549
5101390,A1,3.770,-82.9,2.777,2.636
5101400,A2,2.560,-83.2,2.768,2.636
5101520,A3,2.740,-81.0,2.768,2.618
5101540,A1,3.740,-83.0,2.727,2.580
5101550,A2,2.550,-84.3,2.736,2.580
5101670,A3,2.710,-80.9,2.736,2.607
5101690,A1,3.780,-82.9,2.790,2.657
5101700,A2,2.590,-84.3,2.753,2.657
5101820,A3,2.720,-81.0,2.753,2.648
5101840,A1,3.770,-83.1,2.740,2.636
5101850,A2,2.580,-84.0,2.749,2.636
5101970,A3,2.730,-81.1,2.749,2.627
5101990,A1,3.720,-83.6,2.682,2.564
5102000,A2,2.580,-83.3,2.682,2.564
5102120,A3,2.700,-80.8,2.682,2.591
5102140,A1,3.730,-83.3,2.695,2.604
5102150,A2,2.560,-83.2,2.714,2.604
5102420,A3,2.730,-81.0,2.714,2.577
5102440,A1,3.730,-82.8,2.714,2.577
5102450,A2,2.590,-84.5,2.686,2.577
5102570,A3,2.710,-80.9,2.686,2.595
5102590,A1,3.710,-82.7,2.659,2.570
5102600,A2,2.590,-82.9,2.659,2.570
5102720,A3,2.720,-80.0,2.659,2.561
5102740,A1,3.740,-83.2,2.699,2.598
5102750,A2,2.560,-83.3,2.727,2.598
5102870,A3,2.740,-80.1,2.727,2.580
5102890,A1,3.730,-83.0,2.714,2.568
5102900,A2,2.550,-83.2,2.723,2.568
5103020,A3,2.750,-79.9,2.723,2.558
5103040,A1,3.720,-82.9,2.709,2.546
5103050,A2,2.580,-83.5,2.682,2.546
5103170,A3,2.740,-80.1,2.682,2.555
5103190,A1,3.740,-83.2,2.709,2.580
5103200,A2,2.570,-83.1,2.718,2.580
5103320,A3,2.780,-79.8,2.718,2.543
5103340,A1,3.730,-83.3,2.704,2.531
5103350,A2,2.580,-83.5,2.695,2.531
