timestamp_ms,anchor,distance_m,rxPower_dBm,x_calculated_m,y_calculated_m
3923450,A2,2.200,-83.7,0.605,0.158
3923570,A3,3.000,-81.5,0.605,0.079
3923590,A1,0.690,-81.6,0.605,0.079
3923600,A2,2.230,-83.9,0.581,0.079
3923720,A3,2.950,-81.1,0.581,0.129
3923740,A1,0.690,-81.5,0.581,0.129
3923750,A2,2.230,-84.0,0.581,0.129
3923870,A3,2.980,-82.0,0.581,0.099
3923890,A1,0.720,-81.5,0.589,0.106
3923900,A2,2.210,-84.1,0.605,0.106
3924020,A3,2.940,-81.9,0.605,0.146
3924040,A1,0.690,-81.3,0.597,0.139
3924050,A2,2.240,-84.5,0.573,0.139
3924320,A3,2.930,-80.9,0.573,0.149
3924340,A1,0.680,-81.6,0.571,0.146
3924350,A2,2.210,-84.2,0.595,0.146
3924470,A3,2.940,-81.9,0.595,0.136
3924490,A1,0.680,-81.3,0.595,0.136
3924500,A2,2.240,-83.6,0.571,0.136
3924620,A3,2.960,-81.8,0.571,0.117
3924640,A1,0.710,-81.3,0.578,0.124
3924650,A2,2.200,-84.2,0.610,0.124
3924770,A3,2.950,-81.0,0.610,0.134
3924790,A1,0.710,-81.6,0.610,0.134
3924800,A2,2.200,-84.1,0.610,0.134
3924920,A3,2.930,-81.8,0.610,0.153
3924940,A1,0.700,-81.3,0.608,0.151
3924950,A2,2.230,-84.0,0.584,0.151
3925070,A3,2.970,-81.2,0.584,0.112
3925090,A1,0.700,-81.2,0.584,0.112
3925100,A2,2.230,-83.7,0.584,0.112
3925220,A3,2.950,-81.9,0.584,0.131
3925240,A1,0.690,-81.5,0.581,0.129
3925250,A2,2.240,-84.1,0.573,0.129
3925370,A3,2.950,-81.9,0.573,0.129
3925390,A1,0.680,-81.7,0.571,0.127
3925400,A2,2.230,-83.7,0.579,0.127
3925520,A3,2.960,-81.8,0.579,0.117
3925540,A1,0.670,-81.2,0.576,0.115
3925550,A2,2.230,-84.0,0.576,0.115
3925670,A3,2.970,-81.6,0.576,0.105
3925690,A1,0.670,-81.6,0.576,0.105
3925700,A2,2.240,-84.4,0.568,0.105
3925820,A3,2.920,-81.1,0.568,0.154
3925840,A1,0.710,-81.7,0.578,0.163
3925850,A2,2.210,-84.6,0.602,0.163
3925970,A3,2.960,-81.5,0.602,0.124
3925990,A1,0.680,-81.4,0.595,0.117
3926000,A2,2.220,-83.7,0.587,0.117
3926120,A3,2.930,-81.6,0.587,0.146
3926140,A1,0.700,-81.6,0.592,0.151
3926150,A2,2.240,-84.3,0.576,0.151
3926270,A3,3.000,-81.3,0.576,0.082
3926290,A1,0.710,-81.3,0.578,0.084
3926300,A2,2.200,-84.0,0.610,0.084
3926420,A3,2.990,-80.8,0.610,0.094
3926440,A1,0.680,-81.6,0.603,0.087
3926450,A2,2.260,-84.3,0.555,0.087
3926570,A3,2.930,-81.7,0.555,0.146
3926590,A1,0.670,-81.5,0.552,0.144
3926600,A2,2.230,-83.7,0.576,0.144
3926720,A3,2.970,-84.5,0.576,0.105
3926740,A1,0.710,-81.6,0.586,0.114
3926750,A2,2.200,-84.7,0.610,0.114
3926870,A3,2.950,-81.0,0.610,0.134
3926890,A1,0.720,-81.4,0.613,0.136
3926900,A2,2.250,-84.1,0.573,0.136
3927020,A3,2.950,-80.8,0.573,0.136
3927040,A1,0.690,-81.2,0.565,0.129
3927050,A2,2.230,-83.8,0.581,0.129
3927170,A3,3.020,-81.0,0.581,0.059
3927190,A1,0.660,-81.4,0.574,0.053
3927200,A2,2.220,-83.9,0.582,0.053
3927470,A3,3.010,-82.0,0.582,0.063
3927490,A1,0.680,-81.4,0.587,0.067
3927500,A2,2.190,-83.6,0.611,0.067
3927620,A3,2.960,-81.1,0.611,0.117
3927640,A1,0.700,-81.5,0.616,0.121
3927650,A2,2.230,-84.0,0.584,0.121
3927770,A3,2.930,-80.6,0.584,0.151
3927790,A1,0.720,-81.5,0.589,0.156
3927800,A2,2.230,-84.2,0.589,0.156
3927920,A3,2.930,-81.6,0.589,0.156
3927940,A1,0.700,-81.6,0.584,0.151
3927950,A2,2.230,-83.8,0.584,0.151
3928070,A3,2.990,-81.7,0.584,0.092
3928090,A1,0.680,-81.2,0.579,0.087
3928100,A2,2.240,-83.8,0.571,0.087
3928220,A3,2.920,-81.2,0.571,0.156
3928240,A1,0.700,-81.3,0.576,0.161
3928250,A2,2.220,-83.5,0.592,0.161
3928370,A3,2.960,-81.3,0.592,0.121
3928390,A1,0.690,-81.4,0.589,0.119
3928400,A2,2.240,-83.9,0.573,0.119
3928520,A3,2.960,-81.6,0.573,0.119
3928540,A1,0.680,-81.4,0.571,0.117
3928550,A2,2.240,-84.1,0.571,0.117
3928670,A3,3.000,-81.8,0.571,0.077
3928690,A1,0.700,-81.4,0.576,0.082
3928700,A2,2.190,-83.9,0.616,0.082
3928820,A3,2.960,-81.1,0.616,0.121
3928840,A1,0.710,-81.6,0.618,0.124
3928850,A2,2.180,-83.6,0.626,0.124
3928990,A1,0.700,-81.4,0.623,0.121
3929000,A2,2.240,-84.2,0.576,0.121
3929140,A1,0.700,-81.6,0.576,0.121
3929150,A2,2.210,-84.3,0.600,0.121
3929270,A3,3.000,-81.7,0.600,0.082
3929290,A1,0.710,-81.5,0.602,0.084
3929300,A2,2.250,-83.9,0.570,0.084
3929420,A3,2.970,-81.7,0.570,0.114
3929440,A1,0.690,-81.5,0.565,0.109
3929450,A2,2.200,-84.0,0.605,0.109
3929570,A3,2.980,-81.2,0.605,0.099
3929590,A1,0.690,-81.3,0.605,0.099
3929600,A2,2.210,-84.0,0.597,0.099
3929720,A3,2.960,-81.0,0.597,0.119
3929740,A1,0.720,-81.2,0.605,0.126
3929750,A2,2.240,-84.0,0.581,0.126
3929870,A3,2.930,-82.1,0.581,0.156
3929890,A1,0.690,-81.1,0.573,0.149
3929900,A2,2.230,-83.9,0.581,0.149
3930020,A3,2.980,-81.6,0.581,0.099
3930040,A1,0.720,-81.1,0.589,0.106
3930050,A2,2.220,-84.0,0.597,0.106
3930170,A3,2.960,-82.5,0.597,0.126
3930190,A1,0.700,-81.6,0.592,0.121
3930200,A2,2.200,-84.1,0.608,0.121
3930320,A3,2.920,-82.0,0.608,0.161
3930340,A1,0.680,-81.2,0.603,0.156
3930350,A2,2.200,-84.2,0.603,0.156
3930620,A3,2.940,-82.3,0.603,0.136
3930640,A1,0.680,-81.4,0.603,0.136
3930650,A2,2.240,-83.8,0.571,0.136
3930770,A3,2.930,-83.0,0.571,0.146
3930790,A1,0.690,-81.3,0.573,0.149
3930800,A2,2.210,-84.6,0.597,0.149
3930920,A3,2.900,-82.2,0.597,0.178
3930940,A1,0.690,-81.4,0.597,0.178
3930950,A2,2.180,-83.9,0.621,0.178
3931070,A3,2.970,-82.7,0.621,0.109
3931090,A1,0.680,-81.0,0.618,0.107
3931100,A2,2.200,-83.8,0.603,0.107
3931220,A3,2.950,-83.4,0.603,0.127
3931240,A1,0.690,-80.2,0.605,0.129
3931250,A2,2.200,-83.8,0.605,0.129
3931370,A3,2.920,-82.9,0.605,0.158
3931390,A1,0.690,-80.8,0.605,0.158
3931400,A2,2.240,-84.2,0.573,0.158
3931540,A1,0.730,-80.7,0.583,0.168
3931550,A2,2.220,-84.1,0.599,0.168
3931690,A1,0.710,-80.9,0.594,0.163
3931700,A2,2.200,-83.9,0.610,0.163
3931820,A3,2.930,-82.3,0.610,0.153
3931840,A1,0.740,-80.4,0.618,0.160
3931850,A2,2.230,-83.6,0.594,0.160
3931970,A3,2.930,-82.7,0.594,0.160
3931990,A1,0.730,-81.1,0.591,0.158
3932000,A2,2.210,-84.2,0.607,0.158
3932120,A3,2.910,-82.2,0.607,0.177
3932140,A1,0.700,-81.0,0.600,0.170
3932150,A2,2.240,-83.8,0.576,0.170
3932270,A3,2.950,-82.0,0.576,0.131
3932290,A1,0.690,-81.1,0.573,0.129
3932300,A2,2.210,-83.6,0.597,0.129
3932420,A3,2.930,-81.6,0.597,0.149
3932440,A1,0.710,-81.1,0.602,0.153
3932450,A2,2.200,-84.1,0.610,0.153
3932570,A3,2.960,-81.5,0.610,0.124
3932590,A1,0.730,-81.4,0.615,0.129
3932600,A2,2.260,-84.3,0.567,0.129
3932720,A3,2.960,-81.2,0.567,0.129
3932740,A1,0.680,-80.8,0.555,0.117
3932750,A2,2.230,-84.4,0.579,0.117
3932870,A3,2.960,-81.9,0.579,0.117
3932890,A1,0.730,-81.3,0.591,0.129
3932900,A2,2.220,-84.2,0.599,0.129
3933020,A3,2.940,-82.4,0.599,0.148
3933040,A1,0.680,-81.0,0.587,0.136
3933050,A2,2.240,-84.2,0.571,0.136
3933170,A3,2.940,-82.2,0.571,0.136
3933190,A1,0.680,-81.3,0.571,0.136
3933200,A2,2.220,-83.9,0.587,0.136
3933320,A3,2.960,-81.5,0.587,0.117
3933340,A1,0.670,-81.4,0.584,0.115
3933350,A2,2.240,-84.0,0.568,0.115
3933470,A3,2.940,-82.3,0.568,0.134
3933490,A1,0.690,-80.8,0.573,0.139
3933500,A2,2.260,-84.5,0.557,0.139
3933770,A3,2.930,-82.2,0.557,0.149
3933790,A1,0.690,-81.2,0.557,0.149
3933800,A2,2.190,-84.1,0.613,0.149
3933920,A3,2.940,-81.7,0.613,0.139
3933940,A1,0.710,-81.5,0.618,0.143
3933950,A2,2.200,-84.2,0.610,0.143
3934070,A3,2.940,-81.7,0.610,0.143
3934090,A1,0.670,-81.3,0.600,0.134
3934100,A2,2.200,-83.9,0.600,0.134
3934220,A3,2.940,-81.9,0.600,0.134
3934240,A1,0.690,-81.1,0.605,0.139
3934250,A2,2.240,-84.3,0.573,0.139
3934370,A3,2.970,-81.5,0.573,0.109
3934390,A1,0.700,-81.4,0.576,0.112
3934400,A2,2.240,-83.9,0.576,0.112
3934520,A3,2.940,-81.7,0.576,0.141
3934540,A1,0.710,-80.8,0.578,0.143
3934550,A2,2.190,-84.1,0.618,0.143
3934670,A3,2.940,-83.3,0.618,0.143
3934690,A1,0.700,-81.5,0.616,0.141
3934700,A2,2.230,-84.0,0.584,0.141
3934820,A3,2.940,-81.7,0.584,0.141
3934840,A1,0.680,-81.2,0.579,0.136
3934850,A2,2.200,-84.4,0.603,0.136
3934970,A3,2.960,-82.5,0.603,0.117
3934990,A1,0.680,-80.8,0.603,0.117
3935000,A2,2.240,-84.5,0.571,0.117
3935120,A3,2.940,-82.0,0.571,0.136
3935140,A1,0.670,-81.3,0.568,0.134
3935150,A2,2.210,-84.0,0.592,0.134
3935270,A3,2.940,-82.5,0.592,0.134
3935290,A1,0.700,-80.8,0.600,0.141
3935300,A2,2.190,-84.4,0.616,0.141
3935420,A3,2.940,-81.8,0.616,0.141
3935440,A1,0.720,-81.3,0.621,0.146
3935450,A2,2.250,-84.1,0.573,0.146
3935570,A3,2.950,-82.1,0.573,0.136
3935590,A1,0.700,-81.4,0.568,0.131
3935600,A2,2.240,-83.3,0.576,0.131
3935720,A3,2.940,-82.0,0.576,0.141
3935740,A1,0.690,-81.0,0.573,0.139
3935750,A2,2.250,-83.5,0.565,0.139
3935870,A3,2.940,-81.6,0.565,0.139
3935890,A1,0.700,-81.0,0.568,0.141
3935900,A2,2.240,-83.8,0.576,0.141
3936020,A3,2.930,-82.3,0.576,0.151
3936040,A1,0.720,-81.6,0.581,0.156
3936050,A2,2.240,-83.6,0.581,0.156
3936170,A3,2.960,-81.6,0.581,0.126
3936190,A1,0.690,-80.8,0.573,0.119
3936200,A2,2.230,-83.7,0.581,0.119
3936320,A3,2.970,-82.4,0.581,0.109
3936340,A1,0.700,-81.0,0.584,0.112
3936350,A2,2.200,-83.6,0.608,0.112
3936470,A3,2.930,-81.9,0.608,0.151
3936490,A1,0.690,-81.1,0.605,0.149
3936500,A2,2.220,-84.8,0.589,0.149
3936620,A3,2.960,-82.7,0.589,0.119
3936640,A1,0.680,-81.4,0.587,0.117
3936650,A2,2.240,-83.8,0.571,0.117
3936920,A3,2.910,-81.8,0.571,0.166
3936940,A1,0.710,-81.3,0.578,0.173
3936950,A2,2.190,-83.7,0.618,0.173
3937070,A3,2.950,-81.9,0.618,0.134
3937090,A1,0.700,-81.3,0.616,0.131
3937100,A2,2.200,-83.9,0.608,0.131
3937220,A3,2.920,-81.8,0.608,0.161
3937240,A1,0.710,-81.5,0.610,0.163
3937250,A2,2.230,-84.2,0.586,0.163
3937370,A3,2.930,-85.3,0.586,0.153
3937390,A1,0.700,-81.3,0.584,0.151
3937400,A2,2.210,-84.4,0.600,0.151
3937520,A3,2.940,-82.1,0.600,0.141
3937540,A1,0.680,-81.3,0.595,0.136
3937550,A2,2.200,-84.2,0.603,0.136
3937670,A3,2.930,-81.4,0.603,0.146
3937690,A1,0.680,-81.5,0.603,0.146
3937700,A2,2.240,-83.7,0.571,0.146
3937820,A3,2.940,-81.7,0.571,0.136
3937840,A1,0.710,-81.4,0.578,0.143
3937850,A2,2.220,-83.8,0.594,0.143
3937970,A3,2.940,-81.6,0.594,0.143
3937990,A1,0.690,-80.8,0.589,0.139
3938000,A2,2.200,-84.4,0.605,0.139
3938120,A3,2.960,-82.5,0.605,0.119
3938140,A1,0.710,-81.2,0.610,0.124
3938150,A2,2.250,-84.6,0.570,0.124
3938270,A3,2.970,-81.9,0.570,0.114
3938290,A1,0.690,-81.3,0.565,0.109
3938300,A2,2.220,-83.9,0.589,0.109
3938420,A3,2.920,-83.0,0.589,0.158
3938440,A1,0.680,-81.2,0.587,0.156
3938450,A2,2.170,-83.8,0.626,0.156
3938570,A3,2.940,-81.5,0.626,0.136
3938590,A1,0.700,-81.0,0.631,0.141
3938600,A2,2.190,-84.0,0.616,0.141
3938720,A3,2.940,-82.1,0.616,0.141
3938740,A1,0.680,-81.3,0.611,0.136
3938750,A2,2.210,-83.8,0.595,0.136
3938870,A3,2.950,-81.1,0.595,0.127
3938890,A1,0.710,-80.8,0.602,0.134
3938900,A2,2.220,-83.7,0.594,0.134
3939020,A3,2.940,-82.2,0.594,0.143
3939040,A1,0.720,-81.3,0.597,0.146
3939050,A2,2.230,-83.9,0.589,0.146
3939170,A3,2.920,-81.9,0.589,0.165
3939190,A1,0.700,-81.4,0.584,0.161
3939200,A2,2.250,-84.0,0.568,0.161
3939320,A3,2.910,-82.0,0.568,0.170
3939340,A1,0.720,-81.3,0.573,0.175
3939350,A2,2.210,-84.4,0.605,0.175
3939470,A3,2.920,-82.4,0.605,0.165
3939490,A1,0.670,-81.1,0.592,0.154
3939500,A2,2.210,-83.6,0.592,0.154
3939620,A3,2.920,-82.2,0.592,0.154
3939640,A1,0.700,-81.5,0.600,0.161
3939650,A2,2.240,-84.1,0.576,0.161
3939770,A3,2.920,-81.9,0.576,0.161
3939790,A1,0.720,-81.3,0.581,0.165
3939800,A2,2.170,-83.9,0.636,0.165
3940070,A3,2.940,-82.1,0.636,0.146
3940090,A1,0.700,-81.2,0.631,0.141
3940100,A2,2.200,-83.9,0.608,0.141
3940220,A3,2.920,-81.8,0.608,0.161
3940240,A1,0.720,-81.0,0.613,0.165
3940250,A2,2.200,-83.7,0.613,0.165
3940370,A3,2.910,-81.8,0.613,0.175
3940390,A1,0.680,-81.3,0.603,0.166
3940400,A2,2.210,-84.6,0.595,0.166
3940520,A3,2.930,-81.8,0.595,0.146
3940540,A1,0.700,-81.2,0.600,0.151
3940550,A2,2.230,-83.8,0.584,0.151
3940670,A3,2.960,-82.5,0.584,0.121
3940690,A1,0.720,-81.3,0.589,0.126
3940700,A2,2.210,-84.1,0.605,0.126
3940820,A3,2.910,-83.2,0.605,0.175
3940840,A1,0.700,-81.2,0.600,0.170
3940850,A2,2.240,-83.9,0.576,0.170
3940970,A3,2.910,-83.5,0.576,0.170
3940990,A1,0.690,-81.6,0.573,0.168
3941000,A2,2.200,-84.4,0.605,0.168
3941120,A3,2.910,-82.8,0.605,0.168
3941140,A1,0.720,-81.2,0.613,0.175
3941150,A2,2.210,-84.4,0.605,0.175
3941270,A3,2.940,-81.8,0.605,0.146
3941290,A1,0.690,-80.9,0.597,0.139
3941300,A2,2.210,-83.8,0.597,0.139
3941420,A3,2.950,-81.2,0.597,0.129
3941440,A1,0.710,-81.2,0.602,0.134
3941450,A2,2.230,-83.6,0.586,0.134
3941570,A3,2.930,-81.2,0.586,0.153
3941590,A1,0.710,-81.3,0.586,0.153
3941600,A2,2.220,-84.0,0.594,0.153
3941720,A3,2.960,-81.4,0.594,0.124
3941740,A1,0.690,-81.2,0.589,0.119
3941750,A2,2.210,-83.6,0.597,0.119
3941870,A3,2.940,-81.4,0.597,0.139
3941890,A1,0.700,-81.2,0.600,0.141
3941900,A2,2.200,-83.8,0.608,0.141
3942020,A3,2.970,-81.6,0.608,0.112
3942040,A1,0.700,-81.3,0.608,0.112
3942050,A2,2.220,-83.5,0.592,0.112
3942170,A3,2.960,-81.4,0.592,0.121
3942190,A1,0.680,-81.4,0.587,0.117
3942200,A2,2.240,-83.4,0.571,0.117
3942320,A3,2.960,-81.5,0.571,0.117
3942340,A1,0.680,-81.5,0.571,0.117
3942350,A2,2.210,-83.6,0.595,0.117
3942470,A3,2.960,-81.4,0.595,0.117
3942490,A1,0.700,-81.1,0.600,0.121
3942500,A2,2.180,-83.6,0.623,0.121
3942620,A3,2.940,-81.5,0.623,0.141
3942640,A1,0.700,-81.0,0.623,0.141
3942650,A2,2.250,-83.6,0.568,0.141
3942770,A3,2.940,-81.7,0.568,0.141
3942790,A1,0.700,-81.4,0.568,0.141
3942800,A2,2.210,-84.1,0.600,0.141
3942920,A3,2.960,-81.4,0.600,0.121
3942940,A1,0.690,-81.2,0.597,0.119
3942950,A2,2.230,-83.9,0.581,0.119
3943220,A3,2.930,-81.9,0.581,0.149
3943240,A1,0.700,-81.4,0.584,0.151
3943250,A2,2.210,-84.0,0.600,0.151
3943370,A3,2.930,-82.6,0.600,0.151
3943390,A1,0.700,-81.5,0.600,0.151
3943400,A2,2.180,-84.3,0.623,0.151
3943520,A3,2.910,-82.2,0.623,0.170
3943540,A1,0.670,-81.5,0.616,0.163
3943550,A2,2.250,-84.3,0.560,0.163
3943670,A3,2.960,-81.4,0.560,0.115
3943690,A1,0.650,-80.8,0.555,0.110
3943700,A2,2.230,-83.7,0.572,0.110
3943820,A3,2.940,-81.5,0.572,0.130
3943840,A1,0.710,-81.2,0.586,0.143
3943850,A2,2.210,-84.3,0.602,0.143
3943970,A3,2.930,-81.8,0.602,0.153
3943990,A1,0.670,-81.0,0.592,0.144
3944000,A2,2.260,-84.2,0.552,0.144
3944120,A3,2.930,-81.6,0.552,0.144
3944140,A1,0.720,-81.2,0.565,0.156
3944150,A2,2.240,-83.5,0.581,0.156
3944270,A3,2.940,-81.9,0.581,0.146
3944290,A1,0.690,-81.4,0.573,0.139
3944300,A2,2.220,-83.9,0.589,0.139
3944420,A3,2.930,-81.7,0.589,0.149
3944440,A1,0.730,-81.2,0.599,0.158
3944450,A2,2.210,-83.8,0.607,0.158
3944570,A3,2.940,-81.9,0.607,0.148
3944590,A1,0.680,-81.2,0.595,0.136
3944600,A2,2.210,-84.2,0.595,0.136
3944720,A3,2.940,-81.5,0.595,0.136
3944740,A1,0.720,-81.0,0.605,0.146
3944750,A2,2.240,-83.4,0.581,0.146
3944870,A3,2.940,-81.6,0.581,0.146
3944890,A1,0.730,-80.8,0.583,0.148
3944900,A2,2.230,-83.6,0.591,0.148
3945020,A3,2.940,-82.0,0.591,0.148
3945040,A1,0.700,-80.8,0.584,0.141
3945050,A2,2.230,-84.0,0.584,0.141
3945170,A3,2.910,-82.3,0.584,0.170
3945190,A1,0.680,-81.3,0.579,0.166
3945200,A2,2.200,-83.5,0.603,0.166
3945320,A3,2.940,-82.5,0.603,0.136
3945340,A1,0.690,-81.1,0.605,0.139
3945350,A2,2.210,-83.8,0.597,0.139
3945470,A3,2.910,-82.8,0.597,0.168
3945490,A1,0.690,-81.5,0.597,0.168
3945500,A2,2.230,-83.8,0.581,0.168
3945620,A3,2.910,-83.4,0.581,0.168
3945640,A1,0.730,-81.0,0.591,0.177
3945650,A2,2.200,-84.1,0.615,0.177
3945770,A3,2.920,-83.3,0.615,0.168
3945790,A1,0.690,-81.2,0.605,0.158
3945800,A2,2.230,-83.8,0.581,0.158
3945920,A3,2.930,-82.7,0.581,0.149
3945940,A1,0.690,-81.2,0.581,0.149
3945950,A2,2.210,-83.7,0.597,0.149
3946070,A3,2.930,-82.2,0.597,0.149
