timestamp_ms,anchor,distance_m,rxPower_dBm,x_calculated_m,y_calculated_m
3219050,A2,3.640,-86.9,2.457,3.106
3219170,A3,3.110,-82.1,2.457,3.085
3219190,A1,5.250,-81.1,3.964,4.482
3219200,A2,3.120,-87.0,4.596,4.482
3219320,A3,3.110,-82.2,4.596,4.482
3219340,A1,4.410,-81.4,3.137,3.129
3219350,A2,3.100,-87.7,3.159,3.129
3219470,A3,3.080,-82.3,3.159,3.160
3219490,A1,4.400,-81.3,3.144,3.146
3219500,A2,3.150,-87.7,3.087,3.146
3219620,A3,3.150,-82.3,3.087,3.073
3219640,A1,4.400,-81.2,3.087,3.073
3219650,A2,3.470,-87.3,2.706,3.073
3219770,A3,3.140,-82.3,2.706,3.083
3219790,A1,4.400,-81.3,2.706,3.083
3219800,A2,3.140,-87.4,3.099,3.083
3219920,A3,3.110,-81.9,3.099,3.115
3219940,A1,4.410,-81.4,3.115,3.129
3219950,A2,3.130,-87.2,3.126,3.129
3220070,A3,3.140,-81.9,3.126,3.098
3220090,A1,4.410,-81.6,3.126,3.098
3220100,A2,3.120,-87.8,3.137,3.098
3220220,A3,3.120,-81.4,3.137,3.119
3220240,A1,4.380,-81.4,3.090,3.075
3220250,A2,3.310,-87.3,2.870,3.075
3220370,A3,3.120,-81.9,2.870,3.075
3220390,A1,4.410,-81.4,2.917,3.119
3220400,A2,3.120,-87.6,3.137,3.119
3220520,A3,3.100,-81.9,3.137,3.140
3220540,A1,4.350,-81.4,3.043,3.052
3220550,A2,3.290,-88.0,2.847,3.052
3220670,A3,3.120,-81.6,2.847,3.031
3220690,A1,4.400,-81.4,2.925,3.104
3220700,A2,3.110,-88.0,3.132,3.104
3220820,A3,3.140,-81.7,3.132,3.083
3220840,A1,4.400,-81.2,3.132,3.083
3220850,A2,3.120,-88.0,3.121,3.083
3220970,A3,3.120,-82.1,3.121,3.104
3220990,A1,4.400,-81.3,3.121,3.104
3221000,A2,3.110,-87.7,3.132,3.104
3221120,A3,3.130,-82.1,3.132,3.094
3221140,A1,4.410,-81.6,3.148,3.109
3221150,A2,3.130,-88.0,3.126,3.109
3221270,A3,3.090,-82.0,3.126,3.150
3221290,A1,4.410,-81.3,3.126,3.150
3221300,A2,3.120,-88.0,3.137,3.150
3221420,A3,3.130,-82.1,3.137,3.109
3221440,A1,4.430,-81.3,3.169,3.138
3221450,A2,3.120,-87.9,3.169,3.138
3221570,A3,3.120,-81.9,3.169,3.148
3221590,A1,4.400,-81.2,3.121,3.104
3221600,A2,3.160,-87.7,3.076,3.104
3221870,A3,3.130,-82.1,3.076,3.094
3221890,A1,4.420,-81.6,3.108,3.123
3221900,A2,3.120,-87.8,3.153,3.123
3222020,A3,3.130,-82.2,3.153,3.123
3222040,A1,4.430,-81.4,3.169,3.138
3222050,A2,3.180,-87.5,3.101,3.138
3222170,A3,3.130,-82.1,3.101,3.138
3222190,A1,4.400,-81.5,3.053,3.094
3222200,A2,3.630,-87.5,2.502,3.094
3222320,A3,3.100,-82.0,2.502,3.125
3222340,A1,4.410,-81.2,2.518,3.140
3222350,A2,3.470,-87.7,2.722,3.140
3222470,A3,3.140,-81.5,2.722,3.098
3222490,A1,4.390,-81.2,2.691,3.069
3222500,A2,3.140,-87.8,3.083,3.069
3222620,A3,3.140,-82.3,3.083,3.069
3222640,A1,4.430,-81.3,3.146,3.128
3222650,A2,3.150,-87.5,3.135,3.128
3222770,A3,3.100,-81.5,3.135,3.169
3222790,A1,4.420,-81.2,3.119,3.154
3222800,A2,3.120,-87.9,3.153,3.154
3222920,A3,3.120,-81.8,3.153,3.134
3222940,A1,4.380,-81.2,3.090,3.075
3222950,A2,3.130,-87.7,3.078,3.075
3223070,A3,3.150,-81.7,3.078,3.044
3223090,A1,4.380,-81.1,3.078,3.044
3223100,A2,3.660,-87.8,2.431,3.044
3223220,A3,3.120,-81.7,2.431,3.075
3223240,A1,4.380,-81.4,2.431,3.075
3223250,A2,3.650,-87.7,2.444,3.075
3223370,A3,3.080,-81.6,2.444,3.116
3223390,A1,4.390,-81.2,2.460,3.131
3223400,A2,3.490,-87.8,2.666,3.131
3223520,A3,3.120,-81.4,2.666,3.090
3223540,A1,4.400,-81.5,2.681,3.104
3223820,A3,3.120,-82.0,2.681,3.104
3223840,A1,4.420,-81.2,2.713,3.134
3223850,A2,3.100,-88.0,3.175,3.134
3223970,A3,3.140,-81.2,3.175,3.113
3223990,A1,4.410,-81.2,3.159,3.098
3224000,A2,3.060,-87.7,3.204,3.098
3224120,A3,3.140,-82.0,3.204,3.098
3224140,A1,4.370,-81.3,3.141,3.040
3224150,A2,3.650,-87.6,2.429,3.040
3224270,A3,3.120,-82.2,2.429,3.060
3224290,A1,4.420,-80.9,2.508,3.134
3224300,A2,3.620,-88.1,2.547,3.134
3224420,A3,3.100,-81.4,2.547,3.154
3224440,A1,4.400,-81.3,2.515,3.125
3224450,A2,3.130,-87.1,3.110,3.125
3224570,A3,3.120,-81.6,3.110,3.104
3224590,A1,4.390,-81.2,3.094,3.090
3224600,A2,3.170,-87.3,3.049,3.090
3224720,A3,3.130,-81.6,3.049,3.079
3224740,A1,4.410,-81.4,3.081,3.109
3224750,A2,3.130,-87.6,3.126,3.109
3225020,A3,3.210,-81.2,3.126,3.024
3225040,A1,4.400,-81.4,3.110,3.009
3225050,A2,3.130,-87.8,3.110,3.009
3225170,A3,3.100,-82.1,3.110,3.125
3225190,A1,4.400,-81.2,3.110,3.125
3225200,A2,3.130,-87.8,3.110,3.125
3225320,A3,3.120,-82.1,3.110,3.104
3225340,A1,4.410,-81.1,3.126,3.119
3225350,A2,3.140,-87.6,3.115,3.119
3225470,A3,3.120,-81.4,3.115,3.119
3225490,A1,4.400,-81.4,3.099,3.104
3225500,A2,3.110,-88.1,3.132,3.104
3225620,A3,3.140,-82.0,3.132,3.083
3225640,A1,4.350,-81.4,3.054,3.010
3225650,A2,3.120,-87.5,3.043,3.010
3225770,A3,3.110,-81.7,3.043,3.042
3225790,A1,4.410,-81.5,3.137,3.129
3225800,A2,3.150,-87.8,3.103,3.129
3225920,A3,3.120,-81.1,3.103,3.119
3225940,A1,4.410,-81.2,3.103,3.119
3225950,A2,3.110,-87.6,3.148,3.119
3226070,A3,3.120,-81.6,3.148,3.119
3226090,A1,4.390,-81.8,3.117,3.090
3226100,A2,3.460,-87.0,2.703,3.090
3226220,A3,3.120,-81.8,2.703,3.090
3226240,A1,4.410,-81.5,2.735,3.119
3226250,A2,4.570,-86.7,1.132,3.119
3226370,A3,3.120,-81.1,1.132,3.119
3226400,A2,3.460,-87.1,2.735,3.119
3226550,A2,4.080,-87.4,1.894,3.119
3226670,A3,3.130,-81.7,1.894,3.109
3226690,A1,4.400,-81.2,1.878,3.094
3226700,A2,3.820,-86.5,2.247,3.094
3226820,A3,3.110,-81.1,2.247,3.115
3226840,A1,4.410,-81.2,2.263,3.129
3226850,A2,3.460,-86.7,2.735,3.129
3226970,A3,3.120,-81.7,2.735,3.119
3226990,A1,4.400,-81.5,2.719,3.104
3227000,A2,3.480,-86.3,2.694,3.104
3227120,A3,3.140,-82.0,2.694,3.083
3227140,A1,4.430,-81.2,2.742,3.128
3227150,A2,3.470,-85.9,2.754,3.128
3227270,A3,3.130,-81.8,2.754,3.138
3227290,A1,4.400,-80.8,2.706,3.094
3227300,A2,4.860,-84.9,0.624,3.094
3227420,A3,3.130,-81.8,0.624,3.094
3227440,A1,4.440,-81.3,0.687,3.153
3227450,A2,5.110,-84.5,0.239,3.153
3227570,A3,3.110,-81.2,0.239,3.174
3227590,A1,4.440,-81.4,0.239,3.174
3227600,A2,5.070,-84.1,0.312,3.174
3227720,A3,3.120,-81.4,0.312,3.163
3227740,A1,4.420,-81.1,0.281,3.134
3227750,A2,3.930,-85.4,2.126,3.134
3227870,A3,3.140,-80.7,2.126,3.113
3227890,A1,4.420,-81.6,2.126,3.113
3227900,A2,3.470,-86.1,2.738,3.113
3228170,A3,3.140,-80.8,2.738,3.113
3228190,A1,4.410,-81.4,2.722,3.098
3228200,A2,3.760,-87.2,2.345,3.098
3228320,A3,3.130,-81.4,2.345,3.109
3228340,A1,4.410,-81.0,2.345,3.109
3228350,A2,3.290,-86.2,2.941,3.109
3228470,A3,3.110,-80.9,2.941,3.129
3228490,A1,4.450,-80.6,3.005,3.188
3228500,A2,3.290,-86.2,3.005,3.188
3228620,A3,3.130,-81.1,3.005,3.168
3228640,A1,4.400,-81.6,2.925,3.094
3228650,A2,3.120,-86.8,3.121,3.094
3228770,A3,3.120,-80.6,3.121,3.104
3228790,A1,4.410,-82.2,3.137,3.119
3228800,A2,3.090,-87.4,3.171,3.119
3228920,A3,3.110,-80.7,3.171,3.129
3228940,A1,4.400,-81.9,3.155,3.115
3228950,A2,3.120,-85.6,3.121,3.115
3229070,A3,3.130,-80.6,3.121,3.094
3229090,A1,4.390,-81.8,3.105,3.079
3229100,A2,3.120,-86.4,3.105,3.079
3229220,A3,3.180,-81.2,3.105,3.027
3229240,A1,4.390,-81.5,3.105,3.027
3229250,A2,3.120,-85.6,3.105,3.027
3229370,A3,3.090,-80.9,3.105,3.121
3229390,A1,4.370,-82.2,3.074,3.091
3229400,A2,3.140,-86.2,3.051,3.091
3229520,A3,3.130,-81.3,3.051,3.050
3229540,A1,4.400,-81.0,3.099,3.094
3229550,A2,3.130,-87.8,3.110,3.094
3229670,A3,3.110,-80.9,3.110,3.115
3229690,A1,4.400,-81.5,3.110,3.115
3229700,A2,3.100,-87.8,3.144,3.115
3229820,A3,3.100,-81.1,3.144,3.125
3229840,A1,5.180,-81.6,4.488,4.370
3229850,A2,3.440,-87.5,4.088,4.370
3229970,A3,3.120,-81.0,4.088,4.350
3229990,A1,4.410,-80.8,2.760,3.119
3230000,A2,3.460,-86.4,2.735,3.119
3230120,A3,3.080,-82.0,2.735,3.160
3230140,A1,4.410,-81.0,2.735,3.160
3230150,A2,3.300,-85.7,2.929,3.160
3230270,A3,3.130,-81.5,2.929,3.109
3230290,A1,4.430,-81.5,2.961,3.138
3230300,A2,3.330,-86.5,2.925,3.138
3230420,A3,3.130,-80.9,2.925,3.138
3230440,A1,4.390,-81.3,2.862,3.079
3230450,A2,4.940,-86.1,0.467,3.079
3230570,A3,3.120,-80.6,0.467,3.090
3230590,A1,4.390,-81.4,0.467,3.090
3230600,A2,3.760,-86.3,2.313,3.090
3230870,A3,3.160,-80.5,2.313,3.048
3230890,A1,4.380,-81.2,2.298,3.033
3230900,A2,3.110,-87.3,3.101,3.033
3231020,A3,3.130,-81.1,3.101,3.065
3231040,A1,4.410,-81.6,3.148,3.109
3231050,A2,3.460,-87.7,2.735,3.109
3231320,A3,3.110,-81.2,2.735,3.129
3231340,A1,4.410,-81.8,2.735,3.129
3231350,A2,3.810,-87.7,2.277,3.129
3231470,A3,3.190,-80.9,2.277,3.045
3231490,A1,4.400,-81.6,2.261,3.031
3231500,A2,3.100,-88.5,3.144,3.031
3231620,A3,3.140,-81.4,3.144,3.083
3231640,A1,4.410,-81.5,3.159,3.098
3231650,A2,3.130,-88.2,3.126,3.098
3231770,A3,3.140,-81.2,3.126,3.098
3231790,A1,4.370,-81.2,3.063,3.040
3231800,A2,3.140,-87.3,3.051,3.040
3231920,A3,3.160,-80.4,3.051,3.019
3231940,A1,4.390,-81.6,3.083,3.048
3231950,A2,3.880,-85.4,2.149,3.048
3232070,A3,3.150,-80.7,2.149,3.058
3232090,A1,4.410,-81.6,2.180,3.088
3232100,A2,4.190,-85.8,1.730,3.088
3232220,A3,3.160,-80.9,1.730,3.077
3232240,A1,4.350,-82.2,1.636,2.989
3232250,A2,4.280,-85.5,1.499,2.989
3232370,A3,3.090,-81.1,1.499,3.062
3232390,A1,4.370,-82.6,1.530,3.091
3232400,A2,5.300,-86.0,-0.227,3.091
3232520,A3,3.100,-80.4,-0.227,3.081
3232540,A1,4.410,-82.4,-0.164,3.140
3232550,A2,4.190,-85.0,1.730,3.140
3232670,A3,3.140,-80.3,1.730,3.098
3232690,A1,4.350,-82.2,1.636,3.010
3232700,A2,5.220,-84.3,-0.107,3.010
3232820,A3,3.120,-80.6,-0.107,3.031
3232840,A1,4.380,-82.0,-0.060,3.075
3232850,A2,5.580,-84.7,-0.760,3.075
3232970,A3,3.120,-80.9,-0.760,3.075
3232990,A1,4.380,-82.2,-0.760,3.075
3233000,A2,4.780,-84.3,0.731,3.075
3233120,A3,3.120,-80.5,0.731,3.075
3233140,A1,4.380,-81.6,0.731,3.075
3233150,A2,5.290,-85.0,-0.193,3.075
3233270,A3,3.130,-80.8,-0.193,3.065
3233290,A1,4.400,-81.7,-0.161,3.094
3233300,A2,5.410,-84.5,-0.392,3.094
3233420,A3,3.120,-80.8,-0.392,3.104
3233440,A1,4.400,-81.5,-0.392,3.104
3233450,A2,3.540,-84.8,2.618,3.104
3233570,A3,3.140,-82.6,2.618,3.083
3233590,A1,4.400,-82.2,2.618,3.083
3233600,A2,3.960,-85.5,2.052,3.083
3233740,A1,4.390,-81.4,2.036,3.069
3233750,A2,5.190,-84.9,0.012,3.069
3233890,A1,4.370,-81.3,-0.020,3.040
3233900,A2,3.940,-85.9,2.033,3.040
3234020,A3,3.130,-81.6,2.033,3.050
3234040,A1,4.350,-81.8,2.001,3.021
3234050,A2,4.720,-87.3,0.786,3.021
3234170,A3,3.180,-81.7,0.786,2.968
3234190,A1,4.380,-81.6,0.834,3.012
3234200,A2,3.340,-87.3,2.834,3.012
3234470,A3,3.140,-80.9,2.834,3.054
3234490,A1,4.380,-81.4,2.834,3.054
3234500,A2,3.750,-86.3,2.311,3.054
3234620,A3,3.100,-81.7,2.311,3.096
3234640,A1,4.380,-81.2,2.311,3.096
3234650,A2,4.670,-87.1,0.918,3.096
3234790,A1,4.390,-81.4,0.934,3.110
3234800,A2,3.080,-88.7,3.150,3.110
