timestamp_ms,anchor,distance_m,rxPower_dBm,x_calculated_m,y_calculated_m
2801780,A1,3.090,-82.5,2.010,1.999
2801900,A3,2.570,-80.7,2.010,1.991
2801920,A2,2.450,-82.3,2.028,1.991
2801930,A1,3.080,-82.5,2.017,1.980
2802050,A3,2.540,-80.9,2.017,2.006
2802070,A2,2.440,-82.4,2.025,2.006
2802080,A1,3.080,-82.7,2.025,2.006
2802200,A3,2.510,-81.0,2.025,2.031
2802220,A2,2.450,-82.1,2.017,2.031
2802230,A1,3.090,-82.6,2.028,2.041
2802350,A3,2.550,-80.6,2.028,2.008
2802370,A2,2.430,-82.4,2.045,2.008
2802380,A1,3.070,-82.1,2.023,1.987
2802500,A3,2.510,-80.9,2.023,2.021
2802520,A2,2.460,-82.4,1.997,2.021
2802530,A1,3.050,-82.7,1.975,2.000
2802650,A3,2.510,-81.1,1.975,2.000
2802670,A2,2.420,-81.9,2.010,2.000
2802680,A1,3.090,-82.8,2.054,2.041
2802800,A3,2.520,-81.3,2.054,2.033
2802820,A2,2.420,-81.9,2.054,2.033
2802830,A1,3.080,-82.4,2.043,2.023
2802950,A3,2.490,-81.6,2.043,2.048
2802970,A2,2.420,-81.8,2.043,2.048
2802980,A1,3.070,-82.4,2.032,2.037
2803100,A3,2.510,-81.3,2.032,2.021
2803120,A2,2.460,-82.1,1.997,2.021
2803130,A1,3.070,-82.2,1.997,2.021
2803250,A3,2.490,-81.4,1.997,2.037
2803270,A2,2.480,-82.0,1.979,2.037
2803280,A1,3.090,-82.0,2.001,2.058
2803400,A3,2.520,-81.6,2.001,2.033
2803420,A2,2.430,-81.8,2.045,2.033
2803430,A1,3.070,-82.3,2.023,2.012
2803550,A3,2.520,-81.8,2.023,2.012
2803570,A2,2.420,-81.4,2.032,2.012
2803580,A1,3.040,-82.1,1.999,1.982
2803700,A3,2.500,-82.0,1.999,1.999
2803720,A2,2.460,-81.5,1.964,1.999
2803730,A1,3.040,-81.9,1.964,1.999
2803850,A3,2.510,-81.6,1.964,1.990
2803870,A2,2.450,-81.7,1.973,1.990
2803880,A1,3.110,-81.8,2.050,2.062
2804000,A3,2.510,-82.9,2.050,2.062
2804020,A2,2.410,-81.7,2.085,2.062
2804030,A1,3.090,-82.6,2.063,2.041
2804150,A3,2.510,-81.2,2.063,2.041
2804170,A2,2.430,-81.6,2.045,2.041
2804180,A1,3.040,-82.0,1.990,1.990
2804300,A3,2.530,-81.3,1.990,1.973
2804320,A2,2.440,-81.6,1.981,1.973
2804330,A1,3.100,-82.0,2.048,2.035
2804600,A3,2.510,-81.9,2.048,2.052
2804620,A2,2.450,-81.7,2.039,2.052
2804630,A1,3.100,-82.2,2.039,2.052
2804750,A3,2.510,-81.7,2.039,2.052
2804770,A2,2.410,-81.5,2.074,2.052
2804780,A1,3.090,-82.3,2.063,2.041
2804900,A3,2.510,-81.3,2.063,2.041
2804920,A2,2.440,-81.6,2.036,2.041
2804930,A1,3.060,-82.8,2.003,2.011
2805050,A3,2.510,-81.4,2.003,2.011
2805070,A2,2.460,-81.8,1.986,2.011
2805080,A1,3.080,-82.7,2.008,2.031
2805200,A3,2.510,-81.9,2.008,2.031
2805220,A2,2.450,-82.2,2.017,2.031
2805230,A1,3.080,-82.4,2.017,2.031
2805350,A3,2.510,-81.8,2.017,2.031
2805370,A2,2.470,-81.9,1.999,2.031
2805380,A1,3.110,-82.1,2.032,2.062
2805500,A3,2.500,-81.1,2.032,2.070
2805520,A2,2.400,-81.6,2.094,2.070
2805530,A1,3.050,-82.9,2.027,2.009
2805650,A3,2.510,-81.3,2.027,2.000
2805670,A2,2.460,-82.1,1.975,2.000
2805680,A1,3.060,-82.6,1.986,2.011
2805800,A3,2.530,-80.5,1.986,1.994
2805820,A2,2.450,-81.9,1.995,1.994
2805830,A1,3.090,-82.4,2.028,2.025
2805950,A3,2.510,-81.1,2.028,2.041
2805970,A2,2.460,-82.3,2.019,2.041
2805980,A1,3.100,-82.4,2.030,2.052
2806100,A3,2.540,-81.7,2.030,2.026
2806120,A2,2.460,-82.5,2.030,2.026
2806130,A1,3.070,-82.6,1.997,1.996
2806250,A3,2.510,-81.4,1.997,2.021
2806270,A2,2.420,-82.6,2.032,2.021
2806280,A1,3.060,-82.5,2.021,2.011
2806400,A3,2.500,-81.4,2.021,2.019
2806420,A2,2.440,-81.7,2.003,2.019
2806430,A1,3.080,-82.6,2.025,2.039
2806550,A3,2.490,-81.3,2.025,2.048
2806570,A2,2.400,-82.4,2.060,2.048
2806580,A1,3.090,-82.4,2.071,2.058
2806700,A3,2.530,-81.4,2.071,2.025
2806720,A2,2.440,-82.0,2.036,2.025
2806730,A1,3.120,-82.1,2.070,2.056
2806850,A3,2.520,-81.1,2.070,2.064
2806870,A2,2.450,-82.3,2.061,2.064
2806880,A1,3.080,-82.0,2.017,2.023
2807000,A3,2.530,-80.9,2.017,2.014
2807020,A2,2.440,-81.8,2.025,2.014
2807030,A1,3.040,-82.0,1.981,1.973
2807150,A3,2.510,-80.8,1.981,1.990
2807170,A2,2.400,-82.2,2.016,1.990
2807180,A1,3.080,-81.7,2.060,2.031
2807300,A3,2.520,-80.3,2.060,2.023
2807320,A2,2.420,-82.0,2.043,2.023
2807330,A1,3.090,-82.9,2.054,2.033
2807450,A3,2.540,-80.2,2.054,2.016
2807470,A2,2.420,-81.7,2.054,2.016
2807480,A1,3.070,-81.9,2.032,1.996
2807750,A3,2.540,-80.5,2.032,1.996
2807770,A2,2.460,-81.9,1.997,1.996
2807780,A1,3.060,-83.2,1.986,1.985
2807900,A3,2.540,-81.6,1.986,1.985
2807920,A2,2.440,-82.4,2.003,1.985
2807930,A1,3.040,-82.7,1.981,1.965
2808050,A3,2.510,-80.2,1.981,1.990
2808070,A2,2.480,-81.9,1.946,1.990
2808080,A1,3.040,-83.1,1.946,1.990
2808200,A3,2.530,-80.1,1.946,1.973
2808220,A2,2.450,-81.0,1.973,1.973
2808230,A1,3.030,-82.8,1.962,1.963
2808350,A3,2.570,-80.2,1.962,1.929
2808370,A2,2.440,-82.0,1.970,1.929
2808380,A1,3.030,-82.8,1.970,1.929
2808500,A3,2.570,-80.3,1.970,1.929
2808520,A2,2.450,-82.6,1.962,1.929
2808530,A1,2.990,-84.1,1.918,1.889
2808650,A3,2.560,-80.6,1.918,1.898
2808670,A2,2.440,-81.2,1.927,1.898
2808680,A1,3.030,-82.4,1.970,1.938
2808800,A3,2.520,-80.7,1.970,1.972
2808820,A2,2.430,-82.0,1.979,1.972
2808830,A1,3.060,-81.7,2.012,2.002
2808950,A3,2.530,-80.5,2.012,1.994
2808980,A1,3.050,-82.7,2.001,1.984
2809130,A1,3.040,-82.3,1.990,1.973
2809250,A3,2.590,-79.3,1.990,1.922
2809270,A2,2.440,-81.1,1.981,1.922
2809280,A1,3.020,-82.6,1.960,1.902
2809400,A3,2.590,-80.0,1.960,1.902
2809420,A2,2.440,-81.5,1.960,1.902
2809430,A1,2.990,-83.2,1.927,1.872
2809550,A3,2.530,-80.4,1.927,1.923
2809570,A2,2.440,-81.9,1.927,1.923
2809580,A1,3.030,-83.6,1.970,1.963
2809700,A3,2.560,-80.2,1.970,1.938
2809720,A2,2.450,-81.9,1.962,1.938
2809730,A1,3.020,-83.6,1.951,1.928
2809850,A3,2.580,-79.8,1.951,1.911
2809870,A2,2.450,-82.3,1.951,1.911
2809880,A1,2.980,-83.8,1.908,1.871
2810000,A3,2.590,-80.2,1.908,1.862
2810020,A2,2.470,-82.2,1.890,1.862
2810030,A1,3.010,-83.5,1.922,1.892
2810150,A3,2.560,-80.6,1.922,1.918
2810170,A2,2.460,-81.8,1.931,1.918
2810180,A1,2.990,-83.8,1.910,1.898
2810300,A3,2.520,-80.9,1.910,1.932
2810320,A2,2.460,-81.6,1.910,1.932
2810330,A1,3.000,-82.9,1.920,1.942
2810450,A3,2.570,-80.4,1.920,1.899
2810470,A2,2.490,-81.7,1.894,1.899
2810480,A1,2.990,-83.0,1.883,1.889
2810600,A3,2.570,-80.0,1.883,1.889
2810620,A2,2.440,-82.6,1.927,1.889
2810630,A1,3.020,-82.2,1.960,1.919
2810900,A3,2.560,-80.1,1.960,1.928
2810920,A2,2.470,-82.7,1.933,1.928
2810930,A1,3.020,-82.4,1.933,1.928
2811050,A3,2.540,-80.1,1.933,1.945
2811070,A2,2.440,-81.9,1.960,1.945
2811080,A1,3.040,-82.5,1.981,1.965
2811200,A3,2.560,-80.0,1.981,1.948
2811220,A2,2.450,-81.9,1.973,1.948
2811230,A1,3.040,-82.7,1.973,1.948
2811350,A3,2.530,-79.9,1.973,1.973
2811370,A2,2.450,-82.5,1.973,1.973
2811380,A1,3.020,-82.1,1.951,1.953
2811500,A3,2.510,-80.2,1.951,1.970
2811520,A2,2.490,-82.1,1.915,1.970
2811530,A1,3.060,-82.1,1.959,2.011
2811650,A3,2.550,-79.6,1.959,1.977
2811670,A2,2.470,-81.2,1.977,1.977
2811680,A1,3.040,-82.6,1.955,1.957
2811800,A3,2.580,-79.5,1.955,1.931
2811820,A2,2.480,-80.9,1.946,1.931
2811830,A1,3.020,-82.3,1.924,1.911
2811950,A3,2.560,-79.5,1.924,1.928
2811970,A2,2.500,-81.0,1.906,1.928
2811980,A1,3.080,-82.7,1.972,1.989
2812100,A3,2.570,-79.8,1.972,1.980
2812120,A2,2.460,-81.0,2.008,1.980
2812130,A1,3.050,-82.7,1.975,1.950
2812270,A2,2.480,-81.8,1.957,1.950
2812280,A1,3.040,-82.6,1.946,1.939
2812420,A2,2.450,-82.4,1.973,1.939
2812430,A1,3.010,-82.3,1.940,1.909
2812550,A3,2.550,-80.1,1.940,1.926
2812570,A2,2.440,-82.3,1.949,1.926
2812580,A1,3.030,-81.8,1.970,1.946
2812700,A3,2.530,-80.1,1.970,1.963
2812720,A2,2.460,-82.3,1.953,1.963
2812730,A1,3.050,-82.2,1.975,1.984
2812850,A3,2.550,-80.6,1.975,1.967
2812870,A2,2.470,-82.4,1.966,1.967
2812880,A1,3.050,-82.8,1.966,1.967
2813000,A3,2.580,-80.0,1.966,1.941
2813020,A2,2.460,-82.0,1.975,1.941
2813300,A3,2.570,-79.7,1.975,1.950
2813320,A2,2.450,-81.1,1.984,1.950
2813330,A1,3.080,-82.8,2.017,1.980
2813450,A3,2.570,-79.5,2.017,1.980
2813470,A2,2.450,-81.2,2.017,1.980
2813480,A1,3.120,-82.7,2.061,2.022
2813600,A3,2.560,-79.6,2.061,2.030
2813620,A2,2.490,-81.0,2.026,2.030
2813630,A1,3.050,-82.9,1.948,1.958
2813750,A3,2.580,-80.0,1.948,1.941
2813770,A2,2.440,-81.2,1.992,1.941
2813780,A1,3.020,-82.8,1.960,1.911
2814050,A3,2.530,-80.2,1.960,1.953
2814070,A2,2.470,-81.8,1.933,1.953
2814080,A1,3.060,-82.6,1.977,1.994
2814200,A3,2.540,-80.5,1.977,1.985
2814220,A2,2.470,-82.1,1.977,1.985
2814230,A1,3.040,-82.0,1.955,1.965
2814350,A3,2.560,-80.1,1.955,1.948
2814370,A2,2.460,-82.4,1.964,1.948
2814380,A1,3.020,-82.6,1.942,1.928
2814500,A3,2.550,-79.8,1.942,1.936
2814520,A2,2.410,-82.5,1.986,1.936
2814530,A1,3.040,-82.8,2.008,1.957
2814650,A3,2.590,-80.1,2.008,1.922
2814670,A2,2.440,-82.6,1.981,1.922
2814680,A1,2.980,-83.2,1.916,1.862
2814800,A3,2.560,-79.7,1.916,1.888
2814820,A2,2.480,-83.0,1.881,1.888
2814830,A1,3.000,-83.2,1.903,1.908
2814970,A2,2.440,-82.7,1.938,1.908
2814980,A1,3.020,-83.0,1.960,1.928
2815120,A2,2.430,-82.4,1.968,1.928
2815130,A1,3.020,-83.0,1.968,1.928
2815250,A3,2.510,-79.4,1.968,1.970
2815270,A2,2.420,-82.6,1.977,1.970
2815280,A1,3.010,-82.9,1.966,1.960
2815400,A3,2.590,-80.1,1.966,1.892
2815420,A2,2.480,-81.9,1.913,1.892
2815430,A1,3.010,-82.7,1.913,1.892
2815550,A3,2.540,-80.2,1.913,1.935
2815570,A2,2.450,-81.4,1.940,1.935
2815580,A1,3.040,-82.4,1.973,1.965
2815700,A3,2.560,-80.8,1.973,1.948
2815720,A2,2.450,-82.0,1.973,1.948
2815730,A1,3.040,-82.0,1.973,1.948
2815850,A3,2.550,-80.3,1.973,1.957
2815870,A2,2.450,-81.9,1.973,1.957
2815880,A1,3.040,-81.8,1.973,1.957
2816000,A3,2.540,-80.6,1.973,1.965
2816020,A2,2.420,-82.6,1.999,1.965
2816030,A1,3.040,-81.9,1.999,1.965
2816150,A3,2.590,-80.2,1.999,1.922
2816170,A2,2.430,-81.7,1.990,1.922
2816180,A1,3.040,-81.7,1.990,1.922
2816300,A3,2.570,-80.4,1.990,1.939
2816320,A2,2.470,-81.8,1.955,1.939
2816330,A1,3.060,-82.0,1.977,1.960
2816450,A3,2.570,-80.4,1.977,1.960
2816470,A2,2.480,-82.0,1.968,1.960
2816480,A1,3.020,-82.0,1.924,1.919
2816600,A3,2.550,-80.0,1.924,1.936
2816620,A2,2.480,-82.0,1.924,1.936
2816630,A1,3.030,-82.3,1.935,1.946
2816750,A3,2.560,-80.5,1.935,1.938
2816770,A2,2.450,-82.1,1.962,1.938
2816780,A1,3.060,-81.9,1.995,1.968
2816900,A3,2.550,-80.6,1.995,1.977
2816920,A2,2.450,-81.8,1.995,1.977
2817200,A3,2.550,-80.2,1.995,1.977
2817220,A2,2.450,-81.8,1.995,1.977
2817230,A1,3.000,-82.5,1.929,1.916
2817350,A3,2.540,-80.4,1.929,1.925
2817370,A2,2.440,-81.8,1.938,1.925
2817380,A1,3.040,-82.0,1.981,1.965
2817500,A3,2.530,-80.2,1.981,1.973
2817520,A2,2.470,-82.4,1.955,1.973
2817530,A1,3.020,-81.8,1.933,1.953
2817650,A3,2.560,-80.2,1.933,1.928
2817670,A2,2.450,-82.2,1.951,1.928
2817680,A1,3.040,-82.3,1.973,1.948
2817800,A3,2.550,-80.2,1.973,1.957
2817820,A2,2.450,-81.6,1.973,1.957
2817830,A1,3.000,-82.3,1.929,1.916
2817950,A3,2.550,-79.9,1.929,1.916
2817970,A2,2.490,-82.6,1.894,1.916
2817980,A1,3.040,-82.7,1.937,1.957
2818100,A3,2.550,-80.6,1.937,1.957
2818120,A2,2.420,-81.7,1.999,1.957
2818130,A1,3.060,-82.8,2.021,1.977
2818250,A3,2.590,-80.0,2.021,1.943
2818270,A2,2.480,-82.2,1.968,1.943
2818280,A1,3.050,-82.2,1.957,1.932
2818400,A3,2.570,-80.3,1.957,1.950
2818420,A2,2.460,-81.7,1.975,1.950
2818430,A1,3.060,-82.9,1.986,1.960
2818550,A3,2.550,-80.1,1.986,1.977
2818570,A2,2.470,-81.9,1.977,1.977
2818580,A1,3.010,-82.1,1.922,1.926
2818700,A3,2.520,-80.0,1.922,1.952
2818720,A2,2.470,-82.0,1.922,1.952
2818730,A1,3.040,-82.8,1.955,1.982
2818850,A3,2.560,-80.4,1.955,1.948
2818870,A2,2.460,-81.8,1.964,1.948
2818880,A1,3.000,-82.8,1.920,1.908
2819000,A3,2.590,-80.2,1.920,1.882
2819020,A2,2.460,-82.4,1.920,1.882
2819030,A1,3.040,-82.4,1.964,1.922
2819150,A3,2.560,-80.2,1.964,1.948
2819170,A2,2.430,-81.9,1.990,1.948
2819180,A1,3.030,-81.9,1.979,1.938
2819300,A3,2.560,-80.4,1.979,1.938
2819320,A2,2.440,-81.9,1.970,1.938
2819330,A1,3.050,-81.8,1.992,1.958
2819450,A3,2.560,-80.4,1.992,1.958
2819470,A2,2.470,-82.3,1.966,1.958
2819480,A1,3.100,-82.6,2.021,2.009
2819600,A3,2.550,-80.5,2.021,2.018
2819620,A2,2.470,-82.3,2.021,2.018
2819630,A1,3.040,-82.2,1.955,1.957
2819750,A3,2.570,-80.2,1.955,1.939
2819770,A2,2.450,-82.3,1.973,1.939
2819780,A1,3.040,-82.7,1.973,1.939
2819900,A3,2.510,-79.9,1.973,1.990
2819920,A2,2.450,-82.5,1.973,1.990
2819930,A1,3.060,-82.9,1.995,2.011
2820050,A3,2.440,-79.9,1.995,2.068
2820070,A2,2.460,-81.6,1.986,2.068
2820080,A1,3.060,-82.2,1.986,2.068
2820350,A3,2.480,-79.9,1.986,2.036
2820370,A2,2.440,-81.6,2.003,2.036
2820380,A1,3.030,-82.4,1.970,2.005
2820500,A3,2.530,-80.2,1.970,1.963
2820520,A2,2.420,-81.6,1.988,1.963
2820530,A1,3.070,-83.0,2.032,2.004
2820650,A3,2.580,-80.1,2.032,1.961
2820680,A1,3.050,-82.4,2.010,1.941
2820830,A1,3.050,-82.3,2.010,1.941
