timestamp_ms,anchor,distance_m,rxPower_dBm,x_calculated_m,y_calculated_m
5931920,A3,2.260,-80.4,1.742,1.577
5931940,A1,2.350,-81.4,1.734,1.569
5931950,A2,1.880,-83.2,1.748,1.569
5932070,A3,2.230,-80.3,1.748,1.592
5932090,A1,2.370,-81.3,1.765,1.607
5932100,A2,1.900,-83.2,1.751,1.607
5932370,A3,2.240,-80.6,1.751,1.600
5932390,A1,2.360,-80.9,1.742,1.592
5932400,A2,1.910,-83.2,1.736,1.592
5932520,A3,2.230,-79.8,1.736,1.599
5932540,A1,2.350,-81.4,1.727,1.592
5932550,A2,1.900,-82.8,1.734,1.592
5932670,A3,2.230,-80.5,1.734,1.592
5932690,A1,2.360,-81.2,1.742,1.599
5932700,A2,1.920,-83.1,1.729,1.599
5932820,A3,2.250,-79.9,1.729,1.585
5932840,A1,2.380,-81.1,1.746,1.600
5932850,A2,1.920,-82.4,1.746,1.600
5932970,A3,2.280,-79.9,1.746,1.578
5932990,A1,2.360,-81.1,1.729,1.562
5933000,A2,1.900,-82.4,1.742,1.562
5933120,A3,2.290,-80.1,1.742,1.554
5933140,A1,2.360,-81.5,1.742,1.554
5933150,A2,1.910,-82.4,1.736,1.554
5933270,A3,2.280,-80.0,1.736,1.562
5933290,A1,2.380,-81.2,1.753,1.578
5933300,A2,1.930,-82.3,1.739,1.578
5933420,A3,2.260,-80.2,1.739,1.593
5933440,A1,2.350,-81.2,1.713,1.569
5933450,A2,1.910,-82.5,1.727,1.569
5933570,A3,2.280,-80.2,1.727,1.554
5933590,A1,2.430,-80.6,1.796,1.618
5933600,A2,1.890,-83.1,1.810,1.618
5933720,A3,2.260,-81.6,1.810,1.633
5933740,A1,2.370,-80.7,1.758,1.585
5933750,A2,1.890,-82.9,1.758,1.585
5934020,A3,2.230,-81.2,1.758,1.607
5934040,A1,2.380,-81.2,1.766,1.615
5934320,A3,2.230,-81.6,1.766,1.615
5934340,A1,2.380,-80.9,1.766,1.615
5934350,A2,1.910,-83.3,1.753,1.615
5934470,A3,2.220,-80.9,1.753,1.623
5934490,A1,2.360,-81.1,1.736,1.607
5934500,A2,1.920,-83.1,1.729,1.607
5934620,A3,2.250,-81.4,1.729,1.585
5934640,A1,2.400,-81.0,1.763,1.616
5934650,A2,1.920,-82.7,1.763,1.616
5934770,A3,2.250,-81.4,1.763,1.616
5934790,A1,2.370,-81.3,1.737,1.592
5934800,A2,1.920,-82.7,1.737,1.592
5934920,A3,2.240,-80.8,1.737,1.600
5934940,A1,2.360,-81.4,1.729,1.592
5934950,A2,1.920,-82.4,1.729,1.592
5935070,A3,2.230,-80.9,1.729,1.599
5935090,A1,2.360,-81.0,1.729,1.599
5935100,A2,1.930,-83.1,1.722,1.599
5935220,A3,2.220,-81.4,1.722,1.607
5935240,A1,2.360,-81.2,1.722,1.607
5935250,A2,1.870,-83.1,1.763,1.607
5935370,A3,2.230,-80.8,1.763,1.599
5935390,A1,2.380,-81.3,1.780,1.615
5935400,A2,1.890,-83.0,1.766,1.615
5935520,A3,2.230,-81.2,1.766,1.615
5935540,A1,2.350,-80.7,1.741,1.592
5935550,A2,1.910,-83.4,1.727,1.592
5935670,A3,2.240,-81.2,1.727,1.584
5935690,A1,2.360,-80.9,1.736,1.592
5935700,A2,1.890,-82.8,1.749,1.592
5935820,A3,2.250,-82.4,1.749,1.585
5935840,A1,2.400,-80.7,1.784,1.616
5935850,A2,1.890,-83.6,1.784,1.616
5935970,A3,2.250,-80.3,1.784,1.616
5935990,A1,2.370,-81.1,1.758,1.592
5936000,A2,1.910,-83.4,1.744,1.592
5936120,A3,2.280,-80.4,1.744,1.570
5936140,A1,2.390,-81.1,1.761,1.586
5936150,A2,1.900,-82.8,1.768,1.586
5936270,A3,2.240,-80.8,1.768,1.616
5936290,A1,2.360,-81.3,1.742,1.592
5936300,A2,1.900,-83.1,1.742,1.592
5936420,A3,2.220,-81.0,1.742,1.607
5936440,A1,2.350,-80.8,1.734,1.599
5936450,A2,1.890,-83.3,1.741,1.599
5936590,A1,2.380,-81.3,1.766,1.623
5936600,A2,1.880,-83.0,1.773,1.623
5936740,A1,2.360,-81.1,1.756,1.607
5936750,A2,1.930,-83.4,1.722,1.607
5936870,A3,2.210,-80.8,1.722,1.614
5936890,A1,2.370,-80.4,1.730,1.622
5937170,A3,2.230,-81.3,1.730,1.607
5937190,A1,2.350,-81.1,1.713,1.592
5937200,A2,1.900,-83.6,1.734,1.592
5937320,A3,2.250,-81.3,1.734,1.577
5937340,A1,2.370,-80.7,1.751,1.592
5937350,A2,1.900,-83.9,1.751,1.592
5937470,A3,2.240,-81.1,1.751,1.600
5937490,A1,2.360,-81.2,1.742,1.592
5937500,A2,1.900,-83.1,1.742,1.592
5937620,A3,2.250,-81.5,1.742,1.585
5937640,A1,2.360,-81.2,1.742,1.585
5937650,A2,1.890,-83.1,1.749,1.585
5937770,A3,2.270,-79.8,1.749,1.569
5937790,A1,2.360,-80.8,1.749,1.569
5937800,A2,1.900,-83.0,1.742,1.569
5937920,A3,2.280,-79.4,1.742,1.562
5937940,A1,2.360,-81.4,1.742,1.562
5937950,A2,1.920,-82.6,1.729,1.562
5938070,A3,2.250,-80.3,1.729,1.585
5938090,A1,2.320,-81.3,1.695,1.553
5938370,A3,2.280,-81.2,1.695,1.531
5938390,A1,2.340,-80.9,1.712,1.546
5938400,A2,1.920,-83.2,1.712,1.546
5938520,A3,2.240,-81.4,1.712,1.576
5938540,A1,2.380,-80.4,1.746,1.608
5938550,A2,1.900,-83.3,1.759,1.608
5938670,A3,2.220,-80.6,1.759,1.623
5938690,A1,2.390,-80.9,1.768,1.631
5938700,A2,1.890,-83.4,1.775,1.631
5938820,A3,2.240,-80.7,1.775,1.616
5938840,A1,2.360,-80.6,1.749,1.592
5938850,A2,1.900,-83.9,1.742,1.592
5938970,A3,2.270,-81.0,1.742,1.569
5938990,A1,2.360,-80.5,1.742,1.569
5939000,A2,1.870,-83.9,1.763,1.569
5939120,A3,2.230,-80.6,1.763,1.599
5939140,A1,2.340,-81.0,1.746,1.584
5939150,A2,1.910,-83.2,1.719,1.584
5939270,A3,2.240,-81.4,1.719,1.576
5939290,A1,2.370,-80.9,1.744,1.600
5939300,A2,1.890,-83.3,1.758,1.600
5939420,A3,2.230,-81.5,1.758,1.607
5939440,A1,2.310,-82.0,1.707,1.561
5939450,A2,1.900,-83.6,1.700,1.561
5939570,A3,2.240,-81.4,1.700,1.553
5939590,A1,2.370,-81.4,1.751,1.600
5939600,A2,1.880,-83.5,1.765,1.600
5939720,A3,2.230,-81.1,1.765,1.607
5939740,A1,2.340,-81.6,1.739,1.584
5939750,A2,1.930,-83.6,1.705,1.584
5939870,A3,2.210,-81.1,1.705,1.599
5939890,A1,2.360,-81.4,1.722,1.614
5939900,A2,1.910,-83.3,1.736,1.614
5940020,A3,2.240,-81.6,1.736,1.592
5940040,A1,2.320,-81.5,1.702,1.561
5940050,A2,1.940,-83.8,1.681,1.561
5940320,A3,2.230,-81.1,1.681,1.568
5940340,A1,2.340,-81.1,1.698,1.584
5940350,A2,1.880,-84.0,1.739,1.584
5940470,A3,2.230,-81.6,1.739,1.584
5940490,A1,2.350,-81.4,1.748,1.592
5940500,A2,1.900,-83.9,1.734,1.592
5940620,A3,2.230,-81.7,1.734,1.592
5940640,A1,2.350,-81.3,1.734,1.592
5940650,A2,1.900,-83.8,1.734,1.592
5940770,A3,2.260,-80.9,1.734,1.569
5940790,A1,2.370,-81.2,1.751,1.585
5940800,A2,1.900,-83.1,1.751,1.585
5940920,A3,2.250,-80.9,1.751,1.592
5940940,A1,2.360,-81.1,1.742,1.585
5940950,A2,1.880,-83.7,1.756,1.585
5941070,A3,2.270,-80.7,1.756,1.569
5941090,A1,2.360,-81.0,1.756,1.569
5941100,A2,1.900,-83.5,1.742,1.569
5941220,A3,2.240,-80.6,1.742,1.592
5941240,A1,2.360,-81.1,1.742,1.592
5941250,A2,1.900,-83.4,1.742,1.592
5941370,A3,2.250,-80.7,1.742,1.585
5941390,A1,2.350,-81.0,1.734,1.577
5941400,A2,1.920,-83.7,1.720,1.577
5941520,A3,2.230,-80.7,1.720,1.592
5941540,A1,2.380,-80.8,1.746,1.615
5941550,A2,1.910,-83.3,1.753,1.615
5941670,A3,2.260,-81.2,1.753,1.593
5941690,A1,2.390,-80.8,1.761,1.601
5941700,A2,1.910,-83.5,1.761,1.601
5941820,A3,2.260,-80.4,1.761,1.601
5941840,A1,2.370,-81.2,1.744,1.585
5941850,A2,1.900,-83.3,1.751,1.585
5941970,A3,2.240,-80.8,1.751,1.600
5941990,A1,2.370,-80.9,1.751,1.600
5942000,A2,1.880,-83.3,1.765,1.600
5942120,A3,2.260,-80.7,1.765,1.585
5942140,A1,2.370,-81.2,1.765,1.585
5942150,A2,1.910,-84.0,1.744,1.585
5942270,A3,2.260,-81.0,1.744,1.585
5942290,A1,2.360,-80.8,1.736,1.577
5942300,A2,1.900,-83.7,1.742,1.577
5942420,A3,2.250,-80.4,1.742,1.585
5942440,A1,2.360,-81.0,1.742,1.585
5942450,A2,1.920,-84.3,1.729,1.585
