timestamp_ms,A1,A2,A3,x_calc,y_calc,error,x_real,y_real,x_ekf,y_ekf,error_ekf
2477020,2.45,2.84,1.54,1.0189388489208635,2.10515,0.1068419510232161,1.0,2.0,0.991739948181999,2.1021788944076,0.10251221838588562
2477030,2.47,2.84,1.54,1.0366366906474822,2.12155,0.1269513670725893,1.0,2.0,0.9935954766210457,2.103056931516499,0.10325574586098323
2477150,2.47,2.84,1.55,1.0366366906474822,2.1164,0.1220295337268782,1.0,2.0,0.9953908699463496,2.103702006262272,0.10380438421700601
2477170,2.47,2.87,1.55,1.0058273381294964,2.1164,0.1165457758551355,1.0,2.0,0.9959079886345795,2.104325473004605,0.1044056936888468
2477180,2.44,2.87,1.55,0.9793345323741004,2.09185,0.0941460782624379,1.0,2.0,0.9953586637982881,2.1039558827154234,0.10405944240135152
2477300,2.44,2.87,1.54,0.9793345323741004,2.097,0.0991769204613507,1.0,2.0,0.9948261247542108,2.103801101127692,0.10392996478581282
2477320,2.44,2.87,1.54,0.9793345323741004,2.097,0.0991769204613507,1.0,2.0,0.9943098718676595,2.103650340772378,0.10380640972691675
2477330,2.45,2.87,1.54,0.9881294964028776,2.10515,0.1058179160428389,1.0,2.0,0.9941576762514979,2.103826206377541,0.10399045089590704
2477450,2.45,2.87,1.54,0.9881294964028776,2.10515,0.1058179160428389,1.0,2.0,0.9940096390016363,2.1039955184444357,0.10416790427678611
2477470,2.45,2.86,1.54,0.9984352517985616,2.10515,0.1051616419467379,1.0,2.0,0.9942737204646006,2.1041584840044436,0.1043157709429474
2477480,2.44,2.86,1.54,0.9896402877697842,2.097,0.0975516460009408,1.0,2.0,0.9941803787024743,2.1039925866214415,0.10415529782140047
2477600,2.44,2.86,1.56,0.9896402877697842,2.0866666666666664,0.0872836453672963,1.0,2.0,0.9940893260226149,2.1034219201450113,0.1035906831396918
2477620,2.44,2.87,1.56,0.9793345323741004,2.0866666666666664,0.0890964234035697,1.0,2.0,0.9935924208723862,2.102868657952735,0.10306802539717837
2477630,2.44,2.87,1.56,0.9793345323741004,2.0866666666666664,0.0890964234035697,1.0,2.0,0.9931107732063651,2.10233228234155,0.1025639188752302
2477750,2.44,2.87,1.54,0.9793345323741004,2.097,0.0991769204613507,1.0,2.0,0.9926439281351676,2.1022214620130106,0.10248579945220682
2477770,2.44,2.87,1.54,0.9793345323741004,2.097,0.0991769204613507,1.0,2.0,0.9921914441943801,2.1021134117097566,0.10241153448111077
2477780,2.46,2.87,1.54,0.996960431654676,2.1133333333333333,0.1133740861933199,1.0,2.0,0.9924508293308486,2.1026548096114985,0.10293201598222483
2477900,2.46,2.87,1.55,0.996960431654676,2.108183333333333,0.1082260254598537,1.0,2.0,0.9927013410826662,2.1029741533664263,0.10323248850785237
2477920,2.46,2.87,1.55,0.996960431654676,2.108183333333333,0.1082260254598537,1.0,2.0,0.9929432531765718,2.103282466344554,0.10352326081583757
2477930,2.45,2.87,1.55,0.9881294964028776,2.1,0.1007020796987297,1.0,2.0,0.9928271507950409,2.103256052643169,0.10350488960994046
2478050,2.45,2.87,1.53,0.9881294964028776,2.110266666666667,0.1109037719531086,1.0,2.0,0.9927141899232403,2.103636207112387,0.10389199417239137
2478070,2.45,2.87,1.53,0.9881294964028776,2.110266666666667,0.1109037719531086,1.0,2.0,0.9926042811731469,2.104003363330116,0.10426598793922183
2478080,2.46,2.87,1.53,0.996960431654676,2.11845,0.1184889930572702,1.0,2.0,0.9928470181209048,2.104681959351097,0.10492605855242727
2478200,2.46,2.87,1.55,0.996960431654676,2.108183333333333,0.1082260254598537,1.0,2.0,0.9930814181254284,2.1049314203067833,0.10515925894924306
2478220,2.46,2.86,1.55,1.0072661870503596,2.108183333333333,0.1084270772702179,1.0,2.0,0.9937158177938954,2.1051720110851404,0.1053595883709329
2478230,2.44,2.86,1.55,0.9896402877697842,2.09185,0.0924323868429939,1.0,2.0,0.9936313599353929,2.104757253980663,0.10495066382754155
2478350,2.44,2.86,1.55,0.9896402877697842,2.09185,0.0924323868429939,1.0,2.0,0.9935490095243132,2.104354920093809,0.10455412295028187
2478370,2.44,2.89,1.55,0.9586151079136688,2.09185,0.1007428994668967,1.0,2.0,0.992240198165642,2.1039646421846037,0.1042538313400576
2478380,2.44,2.89,1.55,0.9586151079136688,2.09185,0.1007428994668967,1.0,2.0,0.9909727915425854,2.1035860638185597,0.10397866660982119
2478500,2.44,2.89,1.53,0.9586151079136688,2.1021166666666664,0.1101840410590768,1.0,2.0,0.9897455429172125,2.103625370373706,0.10413150952113619
2478520,2.44,2.86,1.53,0.9896402877697842,2.1021166666666664,0.10264081667935,1.0,2.0,0.9897857529404981,2.1036626529462517,0.1041646603164795
2478530,2.45,2.86,1.53,0.9984352517985616,2.110266666666667,0.1102777684518133,1.0,2.0,0.9901725816895357,2.104020697362696,0.10448389172724377
2478650,2.45,2.86,1.52,0.9984352517985616,2.1153500000000003,0.1153606125891067,1.0,2.0,0.990546653732272,2.1045677856709224,0.10499422629734233
2478670,2.45,2.86,1.52,0.9984352517985616,2.1153500000000003,0.1153606125891067,1.0,2.0,0.9909083582723505,2.1050965522578995,0.10548906694914566
2478680,2.44,2.86,1.52,0.9896402877697842,2.1072,0.1076994133572361,1.0,2.0,0.990909816924218,2.1052848415094667,0.10567653135878732
2478800,2.44,2.86,1.52,0.9896402877697842,2.1072,0.1076994133572361,1.0,2.0,0.9909108243858126,2.1054662685472056,0.10585720057991728
2478820,2.44,2.87,1.52,0.9793345323741004,2.1072,0.1091737218940393,1.0,2.0,0.9905033190818618,2.1056410488707145,0.10606704556536686
2478830,2.45,2.87,1.52,0.9881294964028776,2.1153500000000003,0.1159591796954831,1.0,2.0,0.9904567446124153,2.106132108742696,0.10656030325390446
2478950,2.45,2.87,1.53,0.9881294964028776,2.110266666666667,0.1109037719531086,1.0,2.0,0.9904112931391319,2.1064052948716903,0.10683646416834944
2478970,2.45,2.83,1.53,1.029136690647482,2.110266666666667,0.1140512363793787,1.0,2.0,0.9919907046360334,2.1066688602462627,0.10696912899740733
2478980,2.44,2.83,1.53,1.0203417266187047,2.1021166666666664,0.1041230015555697,1.0,2.0,0.9931708315155862,2.1066003869050958,0.10681891232597636
2479100,2.44,2.83,1.55,1.0203417266187047,2.09185,0.0940755459289507,1.0,2.0,0.9943126490267645,2.10612670407123,0.10627898794265578
2479120,2.44,2.84,1.55,1.0101438848920865,2.09185,0.0924084460463646,1.0,2.0,0.9950135142110813,2.105667353351691,0.10578494507667055
2479130,2.44,2.84,1.55,1.0101438848920865,2.09185,0.0924084460463646,1.0,2.0,0.9956913160489388,2.1052219095892513,0.10531008980624174
2479250,2.44,2.84,1.55,1.0101438848920865,2.09185,0.0924084460463646,1.0,2.0,0.9963467577311681,2.1047899601519062,0.10485362143346731
2479270,2.44,2.84,1.55,1.0101438848920865,2.09185,0.0924084460463646,1.0,2.0,0.9969805215337013,2.104371104564785,0.10441477250984024
2479280,2.44,2.84,1.55,1.0101438848920865,2.09185,0.0924084460463646,1.0,2.0,0.9975932694343036,2.10396495415287,0.1039928076552615
2479400,2.44,2.84,1.55,1.0101438848920865,2.09185,0.0924084460463646,1.0,2.0,0.9981856437111747,2.10357113169421,0.10358702239741308
2479420,2.44,2.89,1.55,0.9586151079136688,2.09185,0.1007428994668967,1.0,2.0,0.9967178718792977,2.10318927108331,0.103241455005756
2479430,2.45,2.89,1.55,0.967410071942446,2.1,0.1051765345064979,1.0,2.0,0.9956446675368613,2.103141734240858,0.10323364888967265
2479550,2.45,2.89,1.53,0.967410071942446,2.110266666666667,0.1149819167894429,1.0,2.0,0.9946052090842952,2.1035016374140882,0.1036421377453281
2479570,2.45,2.89,1.53,0.967410071942446,2.110266666666667,0.1149819167894429,1.0,2.0,0.9935984824105956,2.1038493859342293,0.10404650107698941
2479580,2.42,2.89,1.53,0.9411330935251796,2.0859166666666664,0.1041488659997136,1.0,2.0,0.9915830084652472,2.103221161334409,0.1035637672823859
2479700,2.42,2.89,1.56,0.9411330935251796,2.0704666666666665,0.0918197352916371,1.0,2.0,0.9896317070454127,2.102000673100803,0.10252628351700364
2479720,2.42,2.89,1.56,0.9411330935251796,2.0704666666666665,0.0918197352916371,1.0,2.0,0.9877426418137747,2.100818740288283,0.10156112062704742
2479730,2.42,2.89,1.56,0.9411330935251796,2.0704666666666665,0.0918197352916371,1.0,2.0,0.9859139338193428,2.0996742024951685,0.10066461097870343
2479850,2.42,2.89,1.55,0.9411330935251796,2.07565,0.095855282472669,1.0,2.0,0.9841437598074088,2.098771179202157,0.10003582455315557
2479870,2.42,2.86,1.55,0.972158273381295,2.07565,0.080610695575157,1.0,2.0,0.9836588610458397,2.0978967477712485,0.09925122692695852
2479880,2.4,2.86,1.55,0.954820143884892,2.0595833333333333,0.0747756177486549,1.0,2.0,0.9825030573452683,2.0964138519094555,0.09798864139420133
2480150,2.4,2.86,1.54,0.954820143884892,2.0647333333333333,0.0789406349292067,1.0,2.0,0.9813844412067565,2.0951821862850646,0.09698550208762875
2480170,2.4,2.83,1.54,0.9855215827338129,2.0647333333333333,0.0663327144852242,1.0,2.0,0.9815175779969756,2.093989854968253,0.09578983641311403
2480180,2.41,2.83,1.54,0.9941726618705036,2.07275,0.0729830142545202,1.0,2.0,0.9819892423685989,2.0931531075470016,0.09487828432323339
2480300,2.41,2.83,1.56,0.9941726618705036,2.0624166666666666,0.0626881021203645,1.0,2.0,0.9824460058348107,2.0919339988505676,0.09359488691059824
2480320,2.41,2.89,1.56,0.9324460431654676,2.0624166666666666,0.091974873535002,1.0,2.0,0.9804441151834743,2.0907540159241353,0.09283708330896352
2480330,2.44,2.89,1.56,0.9586151079136688,2.0866666666666664,0.0960407226342469,1.0,2.0,0.9795428409041391,2.0905722074454762,0.09285375662739631
2480450,2.44,2.89,1.53,0.9586151079136688,2.1021166666666664,0.1101840410590768,1.0,2.0,0.9786707689878626,2.091008164580386,0.09347417887234838
2480470,2.44,2.88,1.53,0.9689928057553956,2.1021166666666664,0.10672047463366,1.0,2.0,0.9782379412097655,2.0914303015958824,0.0939845053862797
2480480,2.41,2.88,1.53,0.9428237410071943,2.0778666666666665,0.0966040494502696,1.0,2.0,0.9767831652295417,2.0908788026403333,0.0937975382731307
2480600,2.41,2.88,1.55,0.9428237410071943,2.0676,0.0885374756383552,1.0,2.0,0.9753754701649344,2.089938577670027,0.09324867410802962
2480620,2.41,2.9,1.55,0.9220323741007194,2.0676,0.1031925902784213,1.0,2.0,0.9731901479353718,2.0890286601754178,0.09297779573832274
2480630,2.42,2.9,1.55,0.9307194244604317,2.07565,0.102580313155565,1.0,2.0,0.9714194873115855,2.0884668895676364,0.09296900696094906
2480750,2.42,2.9,1.55,0.9307194244604317,2.07565,0.102580313155565,1.0,2.0,0.9697063268044207,2.087923391505852,0.09299585694842494
2480770,2.42,2.82,1.55,1.013021582733813,2.07565,0.0767625176560374,1.0,2.0,0.9713078560761765,2.0873976108803194,0.09198685509643822
2480780,2.42,2.82,1.55,1.013021582733813,2.07565,0.0767625176560374,1.0,2.0,0.9728588964985796,2.08688900907139,0.09102933261692586
2480900,2.42,2.82,1.56,1.013021582733813,2.0704666666666665,0.0716597008646046,1.0,2.0,0.9743609666159396,2.0861918179409047,0.08992435439205011
2480920,2.42,2.86,1.56,0.972158273381295,2.0704666666666665,0.0757674920544542,1.0,2.0,0.9741974671024198,2.085517360349925,0.08932519031689552
2480930,2.42,2.86,1.56,0.972158273381295,2.0704666666666665,0.0757674920544542,1.0,2.0,0.9740398097593688,2.08486494513066,0.08874677678293279
2481050,2.42,2.86,1.53,0.972158273381295,2.0859166666666664,0.0903152000065425,1.0,2.0,0.9738878121117415,2.0848456784996268,0.088772943605435
2481070,2.42,2.84,1.53,0.992661870503597,2.0859166666666664,0.0862294715025961,1.0,2.0,0.9745531823340121,2.0848275066765236,0.08856210486591706
2481080,2.43,2.84,1.53,1.0013848920863309,2.094,0.0940102011809928,1.0,2.0,0.9755432249933056,2.08513046936418,0.08857387119175521
2481200,2.43,2.84,1.55,1.0013848920863309,2.083733333333333,0.0837447851343702,1.0,2.0,0.9765020731558007,2.0850176529511812,0.08820518056952685
2481220,2.43,2.85,1.55,0.9911510791366904,2.083733333333333,0.0841996111128559,1.0,2.0,0.9770254344768777,2.084908905737681,0.0879622244747517
2481230,2.39,2.85,1.55,0.9564748201438849,2.0516,0.0675055648188143,1.0,2.0,0.9761593667376707,2.0835317100466835,0.08686726873611306
2481350,2.39,2.85,1.53,0.9564748201438849,2.0618666666666665,0.0756434116493406,1.0,2.0,0.9753214925488837,2.082605683029024,0.08621326811289777
2481370,2.39,2.84,1.53,0.9667086330935252,2.0618666666666665,0.0702552457468191,1.0,2.0,0.9749161855939539,2.081709896997699,0.08547341699342269
2481380,2.44,2.84,1.53,1.0101438848920865,2.1021166666666664,0.1026192575095676,1.0,2.0,0.9762442987651638,2.082437219680253,0.08579177425469833
2481500,2.44,2.84,1.54,1.0101438848920865,2.097,0.0975289618559732,1.0,2.0,0.9775303279701708,2.082939235439948,0.08592905757944298
2481520,2.44,2.88,1.54,0.9689928057553956,2.097,0.1018353872429551,1.0,2.0,0.9771460732755328,2.083425730260144,0.08649944760612994
2481530,2.44,2.88,1.54,0.9689928057553956,2.097,0.1018353872429551,1.0,2.0,0.9767745072660943,2.0838971679601683,0.08705261802191479
2481800,2.44,2.88,1.53,0.9689928057553956,2.1021166666666664,0.10672047463366,1.0,2.0,0.9764152426550285,2.0845566043684265,0.08778416782848594
2481820,2.44,2.86,1.53,0.9896402877697842,2.1021166666666664,0.10264081667935,1.0,2.0,0.9768854862965602,2.085195370864372,0.08827531909013048
